docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
mdp.49015001286492,4511771,78080726,,"Brontë, Charlotte,",London;Smi,1905,1816,1853,,,Villette,uk,f,teamblack | pbgothic
uc1.b3324210,6130834,28529437,,"Irving, John Treat,",New York;R,1853,1812,1853,,,The attorney,us,m,teamblack | random
nyp.33433074954748,8668049,37223227,,"Dickens, Charles,",London;A. ,1904,1812,1853,,,Bleak house,uk,m,teamred | det100
nyp.33433074920608,8663992,11850259,,"Austin, Alfred,",London;J.F,1858,1835,1858,v. 2,,Five years of it,uk,m,teamred | random
uc2.ark+=13960=t9862rx2r,7705645,78798411,,"MacDonald, George,",London;Dal,1874,1824,1858,v.2,,Phantastes,uk,m,teamblack | pbgothic
uiuo.ark+=13960=t7pn9mm7s,8720842,1451923,,"Manning, Anne,",London;Ric,1858,1807,1858,v.2,,The ladies of Bever Hollo,uk,f,teamblack | random
uc2.ark+=13960=t2h70nx9q,7705645,78798411,,"MacDonald, George,",London;Dal,1874,1824,1858,v.1,,Phantastes,uk,m,teamblack | pbgothic
RecollectionsAD,,,,"Russell, William,",,1859,,1859,,,Recollections of a Detect,uk,m,det100 | teamblack
nyp.33433074870266,7660911,6263120,,"Hamel, Felix John.",London;Sim,1859,,1859,,Criminals;,"Harry Roughton, or, Remin",uk,m,teamblack | locdetmyst
uiuo.ark+=13960=t9c53x809,8722958,4334467,,"Chorley, Henry Fothergill",London;Jam,1859,1808,1859,v.1,,Roccabella,uk,m,teamred | random
uc1.b3324220,6130842,2619996,PZ3.D363S,"De Forest, John William,",Boston;Phi,1859,1826,1859,,,Seacliff;,us,m,teamred | random
mdp.39015038723360,122875,2673386,PZ3.C697Wo 10,"Collins, Wilkie,",New York;T,1906,1824,1860,,,The woman in white,uk,m,teamred | sensation | pbgothic
uc1.b3324403,6130930,10088557,,"Lawrence, George A.",Boston;Tic,1860,1827,1860,,,Sword and gown,uk,m,teamred | random
njp.32101067187755,,,,"Wood, Ellen,",New York,1877,1814,1861,,,East Lynne,uk,f,sensation | teamblack
dul1.ark+=13960=t4jm31m6k,,,,"Braddon, M. E.",Mobile,1864,1835,1862,,,Lady Audley's Secret,uk,f,teamred | sensation
uc1.b4101364,6154524,5900255,,"Trollope, Anthony,",Leipzig;B.,1863,1815,1863,v.2,,Rachel Ray,uk,m,teamred | random
uc2.ark+=13960=t3bz6dj56,,,,"Reade, Charles,",Boston,1899,1814,1863,v. 1,,Hard Cash,uk,m,teamred | sensation
NottingHM,,,,"Felix, Charles, pseud.",,1863,,1863,,,Notting Hill Mystery,uk,m,teamred | blcrime
uc2.ark+=13960=t5n87gd14,,,,"Reade, Charles,",Boston,1899,1814,1863,v. 2,,Hard Cash,uk,m,sensation | teamblack
dul1.ark+=13960=t1qf9gh9b,,,,"Braddon, M. E.",Richmond,1863,1835,1863,,,Aurora Floyd,uk,f,sensation | teamblack
uc1.b250128,6502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. ,1864,1814,1864,v.2,,Uncle Silas,ir,m,sensation | pbgothic | teamblack
uc1.b250127,6502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. ,1864,1814,1864,v.1,,Uncle Silas,ir,m,teamred | sensation | pbgothic
uc1.b250129,6502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. ,1864,1814,1864,v.3,,Uncle Silas,ir,m,teamred | sensation | pbgothic
nyp.33433074929393,8663988,25494127,,"Williams, John Babbington",New York;D,1865,1827,1865,,Detectives,Leaves from the note-book,us,m,teamred | locdetective
uva.x000380956,8719887,2867357,PQ2469.D3E45 1874,"Verne, Jules,",New York;S,1874,1828,1865,,,From the Earth to the Moo,fr,m,teamred | anatscifi
uva.x000237148,9780471,20658959,,"Dickens, Charles,",Boston;Hou,1881,1812,1865,,,Our mutual friend,uk,m,teamblack | pbgothic
wu.89099780959,,,,"Ouida,",Philadelphia,1877,1839,1865,,,Strathmore,uk,f,teamred | sensation
nyp.33433076060874,7682091,6095778,,"Murdoch, David.",Philadelph,1865,1801,1865,,,The Royalist's daughter a,us,m,teamred | random
uc1.32106006960592,7103227,9618288,,"Gaboriau, Emile,",New York;S,1905,1832,1866,,,The widow Lerouge,fr,m,teamred | det100
nyp.33433074945779,8663981,291965,PZ3.C697.Ar2,"Collins, Wilkie,",New York;H,1873,1824,1866,,,Armadale,uk,m,teamred | sensation | pbgothic
uc2.ark+=13960=t9571nb3d,7700283,5315288,PZ3.K614H,"Kingsley, Charles,",Boston;Tic,1866,1819,1866,,History;To,Hereward,uk,m,teamblack | random
dostoevskypunishment,,,,"Dostoevsky, Fyodor,",,1909,1821,1866,,,Crime and Punishment,ru,m,teamred | lockandkey
uiuo.ark+=13960=t42r4bj1d,8722031,2208440,,"Kirkus, William,",London;Tin,1867,1830,1867,v.2,,Only to be married,uk,m,teamblack | random
mdp.39015030307881,1212443,22904937,PZ3.G113F6,"Gaboriau, Emile,",Boston;Lit,1899,1832,1867,,,File no. 113,fr,m,det100 | teamblack
njp.32101067630820,,,,"Broughton, Rhoda,",London,1899,1840,1867,,,Not Wisely But Too Well,uk,f,teamred | sensation
uc2.ark+=13960=t1sf2p11n,7668360,320128849,,"Mühlbach, L.",New York;M,1867,1814,1867,,,Marie Antoinette and her ,ge,f,teamblack | random
nyp.33433075833354,1795880,30650664,,"Gaboriau, Emile,",New York;C,1906,1832,1867,,,The mystery of Orcival,fr,m,det100 | teamblack
njp.32101068580768,8972722,17281843,,"Alcott, Louisa May,",Boston;Lor,1868,1832,1868,,Young men;,Kitty's class day ;,us,f,teamblack | random
uiuo.ark+=13960=t58d0ds3h,8723823,56003792,,"Knight, Legh.",London;Cha,1868,,1868,v.1,,Tonic bitters,uk,m,teamred | random
inu.30000007708815,6057734,876882,PZ3.C697Mo2,"Collins, Wilkie,",New York;H,1868,1824,1868,,,The moonstone,uk,m,teamred | det100 | pbgothic
uiuo.ark+=13960=t48p6974b,8721688,21073483,,"Capes, J. M.",London;R. ,1868,1813,1868,v.2,823C1712M,The mosaic-worker's daugh,uk,m,teamblack | random
EllisSteamManPrairies1868,,,,"Ellis, Edward S.",,1880,1840,1868,,,The Steam Man of the Prairies,us,m,teamblack | anatscifi
uiuo.ark+=13960=t3223k32d,8723979,57296189,,"Speight, T. W.",London;Tin,1869,1830,1868,v.2,,Under lock and key; a sto,uk,m,det100 | teamblack
mdp.39015004307362,1802393,4633573,,"Verne, Jules,",Boston;G. ,1873,1828,1870,,,Twenty thousand leagues u,fr,m,teamred | anatscifi
nyp.33433074880075,8666639,13325535,,"Marryat, Florence,",New York;H,1871,1837,1871,,English fi,Her lord and master,uk,f,teamblack | random
spielhagenskeleton,,,,"Spielhagen, Friedrich,",,1909,1829,1871,,,The Skeleton in the House,ge,m,teamred | lockandkey
uc1.b3386909,6284127,2567964,HV7914.M3,"McWatters, George S",Hartford;J,1871,1812,1871,,Detectives,Knots untied,,m,teamred | locdetective
njp.32101067344661,8668910,37262147,,"Le Fanu, Joseph Sheridan,",Philadelph,1871,1814,1871,,Irish fict,Checkmate,uk,m,teamred | det100
uc2.ark+=13960=t6251m863,7687349,14248675,PZ3.F229Jo,"Farjeon, B. L.",London;Tin,1871,1838,1871,v.2,,Joshua Marvel,uk,m,teamblack | random
mdp.39015018606049,,,,"Hardy, Thomas,",New York,1896,1840,1871,,,Desperate Remedies,uk,m,sensation | teamblack
uva.x030223689,9795627,1827211,,"Lytton, Edward Bulwer Lyt",New York;F,1871,1803,1871,,Utopias,The coming race,uk,m,teamblack | anatscifi
inu.30000007695723,6059136,5237816,PZ3.L518I,"Le Fanu, Joseph Sheridan,",London;R. ,1886,1814,1872,,,In a glass darkly,ir,m,teamblack | pbgothic
dul1.ark+=13960=t95723c7j,10945136,419238,AC25.F56 1897,"Flammarion, Camille,",New York;D,1897,1842,1872,,,Lumen,fr,m,teamblack | anatscifi
njp.32101067707909,7652249,4674189,PZ3.B428J,"Benedict, Frank Lee,",New York;H,1874,1834,1874,,,John Worthington's name,us,m,teamred | random
njp.32101031806142,1744766,385323,,"Pinkerton, Allan,",Chicago;W.,1874,1819,1874,,Detectives,The expressman and the de,us,m,teamred | locdetective
uc2.ark+=13960=t9t14vb5t,1744766,385323,,"Pinkerton, Allan,",Chicago;W.,1874,1819,1874,,Detectives,The expressman and the de,us,m,teamred | locdetective
uc2.ark+=13960=t44q7rc7f,7673258,1383508,PZ7.S866Wh,"Stockton, Frank Richard,",New York;D,1874,1834,1874,,,What might have been expe,us,m,teamblack | random
uc2.ark+=13960=t43r0q389,7670295,597310,,"Pinkerton, Allan,",New York;G,1903,1819,1875,,Detectives,The somnambulist and the ,us,m,teamred | locdetective | drop
nyp.33433075818801,8671972,22739476,PZ3.D853G,"Du Boisgobey, Fortuné,",Philadelph,1876,1821,1875,,French fic,The golden tress,fr,m,teamred | det100
uc2.ark+=13960=t53f4sg3b,7693557,8501533,,"Walraven, E. G.",New York;N,1875,1811,1875,,,"The two orphans, or, The ",fr,m,teamred | random
nyp.33433082168877,8658097,12169066,,"Optic, Oliver,",Boston;Lee,1875,1822,1875,,American f,"Getting an indorser, and ",us,m,teamblack | random
njp.32101031806159,6154545,6030345,,"Pinkerton, Allan,",Chicago;W.,1875,1819,1875,,Detective ,Claude Melnotte as a dete,us,m,teamblack | locdetmyst
uiuo.ark+=13960=t1qf99m3q,8722670,56485321,,"Mason, Charles Welsh.",London;Sam,1875,1831,1875,v.3,,"The rape of the gamp; or,",uk,m,teamblack | random
uc1.b4101416,6154545,6030345,,"Pinkerton, Allan,",Chicago;W.,1875,1819,1875,,Detective ,Claude Melnotte as a dete,us,m,teamblack | locdetmyst
uc2.ark+=13960=t9474d81g,7692227,13352223,,"Russell, William Clark,",London;Cha,1898,1844,1876,,,Is he the man?,uk,m,det100 | teamblack
uc1.$b813705,9946595,,,"Pinkerton, Allan,",New York;D,1905,1819,1876,,Detectives,The spiritualists and the,us,m,locdetective | teamblack
uiuo.ark+=13960=t0ft97228,8718218,57461836,,"Robinson, Frederick Willi",London;Hur,1876,1830,1876,v.1,,As long as she lived,uk,m,teamred | random
nyp.33433075818611,8677648,37713510,,"Gréville, Henry,",Philadelph,1878,1842,1876,,Translatio,Marrying off a daughter,fr,f,teamred | random
vergacastleoftrezza,,,,"Verga, Giovanni,",,1909,1840,1877,,,The Castle of Trezza,it,m,lockandkey | teamblack
mdp.39015010330341,1986831,35955358,,"Cobbe, Frances Power,",London;War,1877,1822,1877,,,The age of science,ir,f,teamred | femscifi
njp.32101068784931,8975160,6383208,,"Pinkerton, Allan,",New York;G,1900,1819,1878,,Correspond,Criminal reminiscences an,us,m,teamblack | locdetective | drop
njp.32101067641678,7646450,1488706,PZ3.A917L,"Auerbach, Berthold,",New York;H,1878,1812,1878,,,Landolin,ge,m,teamred | random
mdp.39015026244999,123462,37217567,,"Collins, Wilkie,",Toronto;Ch,1878,1824,1878,,,The haunted hotel,uk,m,teamred | pbgothic
mdp.39015035566440,404338,8367751,,"Green, Anna Katharine,",New York;A,1906,1846,1878,,,The Leavenworth case,us,f,teamred | det100
uc2.ark+=13960=t5db7zr5v,6515288,5814567,G540.A3,"Adams, Robert Chamblet,",Boston;D. ,1879,1839,1879,,Seafaring ,"On board the ""Rocket""",us,m,teamblack | random
uc2.ark+=13960=t5bc3wr6q,7670294,12719329,,"Pinkerton, Allan,",New York;G,1879,1819,1879,,Detectives,Mississippi outlaws and t,us,m,teamred | locdetective
mdp.39015031447595,1744767,47719956,,"Pinkerton, Allan,",New York;D,1880,1819,1880,,Detectives,Bucholz and the detective,us,m,teamred | locdetective | drop
uiuo.ark+=13960=t2697pf21,,,,"Braddon, M. E.",London,1880,1835,1880,,,The Story of Barbara,uk,f,sensation | teamblack
uva.x030743237,9776611,46702875,PZ7.S437Do4,"Scudder, Horace Elisha,",Boston;Hou,1880,1838,1880,,,Doings of the Bodley fami,us,m,teamblack | random
uc1.b3578701,6678144,12767085,PZ3.G8616A,"Greg, Percy,",London;Trü,1880,1836,1880,v.2,Science fi,Across the zodiac,uk,m,teamblack | anatscifi | locscifi
dul1.ark+=13960=t3dz0xh78,6678144,12767085,PZ3.G8616A,"Greg, Percy,",London;Trü,1880,1836,1880,v.1,Science fi,Across the zodiac,uk,m,teamblack | anatscifi | locscifi
verajelihovskygeneralswill,,,,"Zhelikhovsky, Vera,",,1909,1835,1880,,First pub a guess,The General's Will,ru,f,lockandkey | teamblack
mdp.39015078569723,1420236,38580941,,"Greg, Percy,",Hamburg;K.,1880,1836,1880,v.3,Utopias;Vo,Across the zodiac,uk,m,teamred | anatscifi
nyp.33433074818778,8658697,10311195,,"Cowan, Frank,",Greensburg,1880,1844,1880,,Science fi,Revi-Lona,us,m,teamblack | locscifi
uva.x030832557,9782899,21269234,,"Aldrich, Thomas Bailey,",Boston;Hou,1897,1836,1880,v.6 1897,,The stillwater tragedy,us,m,teamred | det100
uc1.$b813836,9946682,,,"Pinkerton, Allan,",New York;D,1909,1819,1881,,Detectives,The rail-road forger and ,us,m,teamred | locdetective
uc1.$b813837,9946683,,,"Pinkerton, Allan,",New York;G,1907,1819,1881,,Detectives,The gypsies and the detec,us,m,teamblack | locdetective | drop
mdp.39015062658789,7430893,180945282,,"Sidney, Margaret,","Boston, Ma",1881,1844,1881,,,Five little Peppers and h,us,f,teamblack | random
mdp.39015063559390,321854,9086569,,"Oliphant,",London;Mac,1883,1828,1882,,,A little pilgrim in the u,uk,f,teamred | pbgothic
uc1.b318291,6545031,7393828,,"Du Boisgobey, Fortuné,",London;Viz,1887,1821,1883,,,The detective's eye ;,fr,m,det100 | teamblack
uiuo.ark+=13960=t9474zg09,8718045,21828368,,"Oliphant, Laurence,",Edinburgh;,1883,1829,1883,v.1,823OL29A,Altiora Peto,uk,m,teamred | random
chekhovsafetymatch,,,,"Chekhov, Anton,",,1909,1860,1884,,,The Safety Match,ru,m,teamred | lockandkey
coo.31924013476498,11405492,63963369,,"Haggard, H. Rider",London;New,1912,1856,1885,,,King Solomon's mines,uk,m,teamred | pbgothic
mdp.39015000541717,1910607,1099692,,"Pater, Walter,",London;Mac,1885,1839,1885,v.2,,Marius the Epicurean,uk,m,teamred | random
uc2.ark+=13960=t5n874v29,7666192,320092736,,"Lynch, Lawrence L.",Chicago;A.,1886,1853,1885,,,"Dangerous ground, or, The",us,f,det100 | teamblack
uc2.ark+=13960=t1dj5cf2j,7694490,18822991,,"Lemaître, Jules,",London;Elk,1920,1853,1886,,,Serenus and other stories,fr,m,teamred | random
njp.32101063580268,8916598,17653915,,"Hume, Fergus,",London;Jar,1900,1859,1886,,,The mystery of a hansom c,uk,m,teamred | det100
njp.32101068784923,8975159,7907741,,"Pinkerton, Allan,",New York;D,1900,1819,1886,,Correspond,Professional thieves and ,us,m,teamblack | locdetective | drop
uiuo.ark+=13960=t7cr65585,8722974,12076816,,"Corelli, Marie,",London;Ric,1886,1855,1886,v.2,Science fi,A romance of two worlds,uk,f,teamred | femscifi | locscifi
uc1.b117774,6610336,18939696,,"Verne, Jules,",London;S. ,1887,1828,1886,,,The clipper of the clouds,fr,m,teamred | anatscifi | locscifi
mdp.39015059642994,123543,4470724,,"Stevenson, Robert Louis,",New York;C,1903,1850,1886,,,Strange case of Dr. Jekyl,uk,m,teamred | pbgothic | anatscifi
uc2.ark+=13960=t4bn9zk9h,7657447,5067437,PZ3.F281O,"Fawcett, Edgar,",Boston;Tic,1888,1847,1887,,,Olivia Delaplaine,us,m,teamred | random
inu.30000042783591,6056230,3302677,,Anonymous3,London;G. ,1887,,1887,v.3,Ghost stor,Dreamland and ghostland,,,teamblack | locghost
njp.32101013621246,8884062,10602436,,"Hudson, W. H.",New York;E,1906,1841,1887,,,A crystal age,uk,m,teamred | anatscifi
uc1.b4107807,6156982,4827090,,"Doyle, Arthur Conan,",New York;P,1914,1859,1887,(copy 1),,A study in scarlet,uk,m,det100 | teamblack
uc2.ark+=13960=t0js9hc64,7655935,8569879,,"Clarke, Rebecca Sophia,",Boston;Lee,1887,1883,1887,,,Drones' honey,us,f,teamblack | random
uc2.ark+=13960=t0cv4hf87,7688203,13324493,,"Gibbon, Charles,",London;Sam,1888,1843,1888,v.3,Fiction;De,Beyond compare,,m,teamblack | locdetmyst
dul1.ark+=13960=t3zs3df24,7509390,4355055,PS1534.D35S8,"De Mille, James,",New York;H,1888,1833,1888,,Utopias;Sc,A strange manuscript foun,ca,m,teamblack | anatscifi | locscifi
nnc1.0113307762,8394195,43496979,,AnonymousGhost,New York;W,1888,,1888,v.3,Ghost stor,Weird tid-bits,,,teamred | locghost
uc1.b4104961,590565,5772680,,"Kipling, Rudyard,",New York;H,1899,1865,1888,,,The phantom rickshaw,uk,m,teamred | pbgothic
nyp.33433074939723,8664055,2016496,,"Besant, Walter,",New York;H,1888,1836,1888,,Fantasy fi,The inner house,uk,m,teamblack | anatscifi
uc2.ark+=13960=t1gh9jr4d,245281,3789691,,"Haggard, H. Rider",London;Spe,1888,1856,1888,,,Mr. Meeson's will,uk,m,teamred | det100
nnc1.0040976017,8394195,43496979,,AnonymousGhost,New York;W,1888,,1888,v.2,Ghost stor,Weird tid-bits,,,teamblack | locghost
nnc1.0022035958,8394195,43496979,,AnonymousGhost,New York;W,1888,,1888,v.5,Ghost stor,Weird tid-bits,,,teamred | locghost
uva.x000674483,9782339,17989629,,"Ward, Humphry,",Leipzig;Ta,1888,1851,1888,v.3,,Robert Elsmere,uk,f,teamblack | random
uva.x001307832,9782975,21309411,,"Green, Anna Katharine,",New York;G,1906,1846,1888,,,Behind closed doors,us,f,teamred | det100
nyp.33433074866686,6156115,421426,,"Kipling, Rudyard,",Philadelph,1898,1865,1888,,,Plain tales from the hill,uk,m,teamblack | pbgothic
uc2.ark+=13960=t2h70dt42,7688203,13324493,,"Gibbon, Charles,",London;Sam,1888,1843,1888,v.1,Fiction;De,Beyond compare,,m,teamred | locdetmyst
dul1.ark+=13960=t66401k8k,5082161,5934716,HX811 1887.B2,"Bellamy, Edward,",Boston;Tic,1888,1850,1888,,Social pro,"Looking backward, 2000-18",us,m,teamred | anatscifi | locscifi
nyp.33433075761720,558285,37236515,,"Farjeon, B. L.",London;War,1888,1838,1888,v. 3,,Miser Farebrother,uk,m,teamblack | random
uc2.ark+=13960=t4cn73z09,7688203,13324493,,"Gibbon, Charles,",London;Sam,1888,1843,1888,v.2,Fiction;De,Beyond compare,,m,teamblack | locdetmyst
nyp.33433074864889,8665316,486451,,"Goodman, E. J.",Leipzig;B.,1888,1836,1888,,English fi,Too curious,uk,m,teamred | supernatural | random
nnc1.0111708131,8394195,43496979,,AnonymousGhost,New York;W,1888,,1888,v.1,Ghost stor,Weird tid-bits,,,teamblack | locghost
nnc1.0040976025,8394195,43496979,,AnonymousGhost,New York;W,1888,,1888,v.4,Ghost stor,Weird tid-bits,,,teamblack | locghost
mdp.39015007007282,124275,18920069,,"Stockton, Frank Richard,",New york;D,1889,1834,1889,,,The great war syndicate,us,m,teamred | anatscifi
mdp.39015066036578,664119,9451665,,"Twain, Mark,",New York;H,1896,1835,1889,,,A Connecticut Yankee in K,us,m,teamblack | anatscifi
uc1.b3325448,6131665,2155052,,"Lee, Vernon,",London;New,1906,1856,1890,,,Hauntings,uk,f,teamred | pbgothic
mdp.39015066083661,2040236,52047650,,AnonymousGhost2,New York;L,1890,,1890,,Ghost stor,Modern ghosts;,,,teamblack | locghost
nyp.33433075737753,8669383,4966570,PZ3.F859Ju,"Franzos, Karl Emil,",New York;H,1891,1848,1890,,,Judith Trachtenberg,ah,m,teamred | random
mdp.39015012876820,1901293,52047650,,AnonymousGhost2,New York;H,1890,,1890,,Ghost stor,Modern ghosts,,,teamblack | locghost
nyp.33433039680552,8611888,,,"Donnelly, Ignatius,",Chicago;F.,1890,1831,1890,,,Cæsar's column,us,m,teamred | anatscifi
coo.31924014157121,11406079,18107497,,"Wilde, Oscar,",New York;B,1908,1854,1891,,,The picture of Dorian Gra,ir,m,teamblack | pbgothic
nyp.33433076056781,6155283,20963778,PS3144.W212R46 1891,"Ward, Herbert Dickinson,",New York;T,1891,,1891,,Science fi,A republic without a pres,,m,teamblack | locscifi
uc1.b3578934,6678259,3268651,,"Bierce, Ambrose,",New York;U,1891,1842,1891,,,Tales of soldiers and civ,us,m,teamblack | pbgothic
uc1.$b382267,9260126,9118332,,Anonymous9,London;Cas,1891,,1891,,Detective ,Eleven possible cases,,,teamblack | locdetmyst
nyp.33433079897819,1027062,3173179,P23R479M,"Bierce, Ambrose,",Chicago;F.,1892,1842,1892,,1866-;De C,The monk and the hangman',us,m,teamblack | random
uc1.b4105364,6156262,2708030,,"Zangwill, Israel,",Chicago;Ra,1895,1864,1892,,,The big bow mystery,uk,m,teamred | det100
njp.32101068138443,8967329,2110206,,"Bradshaw, William R.",New York;J,1892,1851,1892,,Science fi,The goddess of Atvatabar,us,m,teamblack | locscifi
mdp.39015049217741,207878,2541507,,"Doyle, Arthur Conan,",New York;H,1892,1859,1892,,,Adventures of Sherlock Ho,uk,m,teamred | det100
nyp.33433075843544,8675986,37627191,PZ3.T344Y,"Theuriet, André,",Chicago;La,1892,1833,1892,,,A young man of the period,fr,m,teamred | random
njp.32101013566920,8884012,1928290,PZ3.B479I,"Bierce, Ambrose,",New York a,1898,1842,1892,,,In the midst of life;,us,m,teamblack | pbgothic
nyp.33433075827018,6708866,2231489,PZ3.F612O,"Flammarion, Camille,",New York;C,1894,1842,1893,,,Omega: the last days of t,fr,m,teamblack | anatscifi
nyp.33433075727168,5065355,1920017,,"Fawcett, E. Douglas",London;E. ,1893,1866,1893,,,Hartmann the anarchist,uk,m,teamblack | anatscifi
uc2.ark+=13960=t45q4sn3p,7660654,2110319,,"Griffith, George Chetwynd",London;Tow,1894,1857,1893,,Science fi,The angel of the revoluti,uk,m,teamblack | anatscifi
uva.x000885514,9789429,3265761,PZ3.B479C2,"Bierce, Ambrose,",Washington,1903,1842,1893,,,Can such things be?,us,m,teamblack | pbgothic
uc1.b4105459,6156317,4512180,,"Morrison, Arthur,",New York;H,1907,1863,1894,,,"Martin Hewitt, investigat",uk,m,det100 | teamblack
uc2.ark+=13960=t48p64044,5549075,1563316,,"Henty, G. A.",New York;C,1894,1832,1894,,History;17,When London burned,uk,m,teamblack | random
nyp.33433075765705,8667110,3124458,,"Pemberton, Max,",London;War,1894,1863,1894,,Fiction;Je,Jewel mysteries I have kn,uk,m,det100 | teamblack
nyp.33433082173273,8663513,37134322,,"Astor, John Jacob,",London;Lon,1894,1864,1894,,,A journey in other worlds,us,m,teamblack | anatscifi
uc2.ark+=13960=t9668pw05,1801987,4203049,,"Theuriet, André,",New York;B,1894,1833,1894,,,The Abbé Daniel,fr,m,teamblack | random
mdp.39015063949229,779609,5698165,PZ3.S426W,"Scott, Hugh Stowell,",New York;L,1894,1862,1894, ,,With edged tools;,uk,m,teamblack | random
inu.30000007703436,6057848,15749881,,"Doyle, Arthur Conan,",New York;A,1922,1859,1894,,Private in,Memoirs of Sherlock Holme,other,m,teamblack | locdetmyst
uc1.b4104774,286078,1724064,PZ3.C812Sor,"Corelli, Marie,",Philadelph,1896,1855,1895,,,The sorrows of Satan;,uk,f,teamred | pbgothic
uc2.ark+=13960=t17m0b23x,7685922,3552190,,"Besant, Walter,",London;Cha,1895,,1895,,Moral and ,Beyond the dreams of avar,,m,teamred | locscifi
dul1.ark+=13960=t98637h6g,10944701,1162397,PZ3.W465Ti,"Wells, H. G.",New York;H,1895,1866,1895,,,The time machine;,uk,m,teamred | anatscifi | locscifi
mdp.39015011950766,205913,26231984,PZ3.P844St,"Post, Melville Davisson,",New York [,1896,1869,1896,,,The strange schemes of Ra,us,us,teamred | det100
nyp.33433074897426,158356,4545642,PZ3.M525T4,"Merrick, Leonard,",New York;L,1913,1864,1896,,,This stage of fools,uk,m,teamred | random
palmarinishadows,,,,"Palmarini, I. M.",,1909,1865,1896,,,Shadows,it,m,teamred | lockandkey
uva.x000459624,9775587,213515229,PZ3.H222We3,"Hardy, Thomas,",New York;H,1897,1840,1897,,,The well-beloved;,uk,m,teamblack | random
StokerDracula1897,,,,"Stoker, Bram,",,1897,1847,1897,,,Dracula,ir,m,teamblack | pbgothic
nyp.33433074915269,8669776,37287421,,"Morrison, Arthur,",London;War,1897,1863,1897,,English fi,The Dorrington deed-box,uk,m,teamred | det100
uc1.b3578887,6678235,6443351,PZ3.C6709Y,"Wait, Frona Eunice,",San Franci,1897,1859,1897,,,Yermah the Dorado,us,f,teamred | femscifi
uc1.b249346,6501962,13864836,,Anonymous1,New York;J,1898,,1898,,Detective ,"Seth Bond, or, A lost tre",,,teamred | locdetmyst
wu.89069113231,8995075,37709241,,"Bangs, John Kendrick,",New York;H,1898,1862,1898,,Ghost stor,Ghosts I have met and som,us,m,teamred | locghost
njp.32101076806486,9033917,401337,GR455.L5,"Le Braz, Anatole,",London;G. ,1898,,1898,,Brittany;F,Dealings with the dead;,,m,teamblack | locghost
